Number2;Item;German;French;Spanish;Italian;Japanese;Korean;Chinese;Chinese2
0222;Silver Powder;Silberstaub;Poudre Argentée;Polvo Plata;Argenpolvere;ぎんのこな;은빛가루;银粉;銀粉
0223;Amulet Coin;Münzamulett;Pièce Rune;Moneda Amuleto;Monetamuleto;おまもりこばん;부적금화;护符金币;護符金幣
0224;Cleanse Tag;Schutzsticker;Rune Purifiante;Amuleto;Velopuro;きよめのおふだ;순결의부적;洁净之符;潔淨之符
0225;Soul Dew;Seelentau;Rosée Âme;Rocío Bondad;Cuorugiada;こころのしずく;마음의물방울;心之水滴;心之水滴
0226;Deep Sea Tooth;Abysszahn;Dent Océan;Diente Marino;Dente abissi;しんかいのキバ;심해의이빨;深海之牙;深海之牙
0227;Deep Sea Scale;Abyssschuppe;Écaille Océan;Escama Marina;Squamabissi;しんかいのウロコ;심해의비늘;深海鳞片;深海鱗片
0228;Smoke Ball;Rauchball;Boule Fumée;Bola de Humo;Palla fumo;けむりだま;연막탄;烟雾球;煙霧球
0229;Everstone;Ewigstein;Pierre Stase;Piedra Eterna;Pietrastante;かわらずのいし;변함없는돌;不变之石;不變之石
0230;Focus Band;Fokusband;Bandeau;Cinta Aguante;Bandana;きあいのハチマキ;기합의머리띠;气势头带;氣勢頭帶
0231;Lucky Egg;Glücks-Ei;Œuf Chance;Huevo Suerte;Fortunuovo;しあわせタマゴ;행복의알;幸运蛋;幸運蛋
0232;Scope Lens;Scope-Linse;Lentilscope;Periscopio;Mirino;ピントレンズ;초점렌즈;焦点镜;焦點鏡
0233;Metal Coat;Metallmantel;Peau Métal;Revest. Metálico;Metalcopertura;メタルコート;금속코트;金属膜;金屬膜
0234;Leftovers;Überreste;Restes;Restos;Avanzi;たべのこし;먹다남은음식;吃剩的东西;吃剩的東西
0235;Dragon Scale;Drachenschuppe;Écaille Draco;Escama Dragón;Squama drago;りゅうのウロコ;용의비늘;龙之鳞片;龍之鱗片
0236;Light Ball;Kugelblitz;Balle Lumière;Bola Luminosa;Elettropalla;でんきだま;전기구슬;电气球;電氣球
0237;Soft Sand;Pudersand;Sable Doux;Arena Fina;Sabbia soffice;やわらかいすな;부드러운모래;柔软沙子;柔軟沙子
0238;Hard Stone;Granitstein;Pierre Dure;Piedra Dura;Pietradura;かたいいし;딱딱한돌;硬石头;硬石頭
0239;Miracle Seed;Wundersaat;Graine Miracle;Semilla Milagro;Miracolseme;きせきのタネ;기적의씨;奇迹种子;奇跡種子
0240;Black Glasses;Schattenbrille;Lunettes Noires;Gafas de Sol;Occhialineri;くろいメガネ;검은안경;黑色眼镜;黑色眼鏡
0241;Black Belt;Schwarzgurt;Ceinture Noire;Cinturón Negro;Cintura nera;くろおび;검은띠;黑带;黑帶
0242;Magnet;Magnet;Aimant;Imán;Calamita;じしゃく;자석;磁铁;磁鐵
0243;Mystic Water;Zauberwasser;Eau Mystique;Agua Mística;Acqua magica;しんぴのしずく;신비의물방울;神秘水滴;神秘水滴
0244;Sharp Beak;Spitzer Schnabel;Bec Pointu;Pico Afilado;Beccaffilato;するどいくちばし;예리한부리;锐利鸟嘴;銳利鳥嘴
0245;Poison Barb;Giftstich;Pic Venin;Flecha Venenosa;Velenaculeo;どくバリ;독바늘;毒针;毒針
0246;Never-Melt Ice;Ewiges Eis;Glace Éternelle;Antiderretir;Gelomai;とけないこおり;녹지않는얼음;不融冰;不融冰
0247;Spell Tag;Bannsticker;Rune Sort;Hechizo;Spettrotarga;のろいのおふだ;저주의부적;咒术之符;詛咒之符
0248;Twisted Spoon;Krummlöffel;Cuillère Tordue;Cuchara Torcida;Cucchiaio torto;まがったスプーン;휘어진스푼;弯曲的汤匙;彎曲的湯匙
0249;Charcoal;Holzkohle;Charbon;Carbón;Carbonella;もくたん;목탄;木炭;木炭
0250;Dragon Fang;Drachenzahn;Croc Dragon;Colmillo Dragón;Dente di drago;りゅうのキバ;용의이빨;龙之牙;龍之牙
0251;Silk Scarf;Seidenschal;Mouchoir Soie;Pañuelo de Seda;Sciarpa seta;シルクのスカーフ;실크스카프;丝绸围巾;絲綢圍巾
0252;Upgrade;Upgrade;Améliorator;Mejora;Upgrade;アップグレード;업그레이드;升级数据;升級資料
0253;Shell Bell;Muschelglocke;Grelot Coque;Cascabel Concha;Conchinella;かいがらのすず;조개껍질방울;贝壳之铃;貝殼之鈴
0254;Sea Incense;Seerauch;Encens Mer;Incienso Marino;Marearoma;うしおのおこう;바닷물향로;海潮薰香;海潮薰香
0255;Lax Incense;Laxrauch;Encens Doux;Incienso Suave;Distraroma;のんきのおこう;무사태평향로;悠闲薰香;悠閒薰香
0256;Lucky Punch;Lucky Punch;Poing Chance;Puño Suerte;Fortunpugno;ラッキーパンチ;럭키펀치;吉利拳;吉利拳
0257;Metal Powder;Metallstaub;Poudre Métal;Polvo Metálico;Metalpolvere;メタルパウダー;금속파우더;金属粉;金屬粉
0258;Thick Club;Kampfknochen;Masse Os;Hueso Grueso;Osso spesso;ふといホネ;굵은뼈;粗骨头;粗骨頭
0259;Leek;Lauchstange;Poireau;Puerro;Porro;ながねぎ;대파;大葱;大蔥
0260;Red Scarf;Roter Schal;Foulard Rouge;Pañuelo Rojo;Fascia rossa;あかいバンダナ;빨강밴드;红色头巾;紅色頭巾
0261;Blue Scarf;Blauer Schal;Foulard Bleu;Pañuelo Azul;Fascia blu;あおいバンダナ;파랑밴드;蓝色头巾;藍色頭巾
0262;Pink Scarf;Rosa Schal;Foulard Rose;Pañuelo Rosa;Fascia rosa;ピンクのバンダナ;분홍밴드;粉红头巾;粉紅頭巾
0263;Green Scarf;Grüner Schal;Foulard Vert;Pañuelo Verde;Fascia verde;みどりのバンダナ;초록밴드;绿色头巾;綠色頭巾
0264;Yellow Scarf;Gelber Schal;Foulard Jaune;Pañuelo Amarillo;Fascia gialla;きいろのバンダナ;노랑밴드;黄色头巾;黃色頭巾
0265;Wide Lens;Großlinse;Loupe;Lupa;Grandelente;こうかくレンズ;광각렌즈;广角镜;廣角鏡
0266;Muscle Band;Muskelband;Bandeau Muscle;Cinta Fuerte;Muscolbanda;ちからのハチマキ;힘의머리띠;力量头带;力量頭帶
0267;Wise Glasses;Schlaubrille;Lunettes Sages;Gafas Especiales;Saviocchiali;ものしりメガネ;박식안경;博识眼镜;博識眼鏡
0268;Expert Belt;Expertengurt;Ceinture Pro;Cinta Experto;Abilcintura;たつじんのおび;달인의띠;达人带;達人帶
0269;Light Clay;Lichtlehm;Lumargile;Refleluz;Creta luce;ひかりのねんど;빛의점토;光之黏土;光之黏土
0270;Life Orb;Leben-Orb;Orbe Vie;Vidasfera;Assorbisfera;いのちのたま;생명의구슬;生命宝珠;生命寶珠
0271;Power Herb;Energiekraut;Herbe Pouvoir;Hierba Única;Vigorerba;パワフルハーブ;파워풀허브;强力香草;強力香草
0272;Toxic Orb;Toxik-Orb;Orbe Toxique;Toxisfera;Tossicsfera;どくどくだま;맹독구슬;剧毒宝珠;劇毒寶珠
0273;Flame Orb;Heiß-Orb;Orbe Flamme;Llamasfera;Fiammosfera;かえんだま;화염구슬;火焰宝珠;火焰寶珠
0274;Quick Powder;Flottstaub;Poudre Vite;Polvo Veloz;Velopolvere;スピードパウダー;스피드파우더;速度粉;速度粉
0275;Focus Sash;Fokusgurt;Ceinture Force;Banda Aguante;Focalnastro;きあいのタスキ;기합의띠;气势披带;氣勢披帶
0276;Zoom Lens;Zoomlinse;Lentille Zoom;Telescopio;Zoomlente;フォーカスレンズ;포커스렌즈;对焦镜;對焦鏡
0277;Metronome;Metronom;Métronome;Metrónomo;Plessimetro;メトロノーム;메트로놈;节拍器;節拍器
0278;Iron Ball;Eisenkugel;Balle Fer;Bola Férrea;Ferropalla;くろいてっきゅう;검은철구;黑色铁球;黑色鐵球
0279;Lagging Tail;Schwerschweif;Ralentiqueue;Cola Plúmbea;Rallentocoda;こうこうのしっぽ;느림보꼬리;后攻之尾;後攻之尾
0280;Destiny Knot;Fatumknoten;Nœud Destin;Lazo Destino;Destincomune;あかいいと;빨간실;红线;紅線
0281;Black Sludge;Giftschleim;Boue Noire;Lodo Negro;Fangopece;くろいヘドロ;검은오물;黑色污泥;黑色污泥
0282;Icy Rock;Eisbrocken;Roche Glace;Roca Helada;Rocciafredda;つめたいいわ;차가운바위;冰冷岩石;冰冷岩石
0283;Smooth Rock;Glattbrocken;Roche Lisse;Roca Suave;Roccialiscia;さらさらいわ;보송보송바위;沙沙岩石;沙沙岩石
0284;Heat Rock;Heißbrocken;Roche Chaude;Roca Calor;Rocciacalda;あついいわ;뜨거운바위;炽热岩石;熾熱岩石
0285;Damp Rock;Nassbrocken;Roche Humide;Roca Lluvia;Rocciaumida;しめったいわ;축축한바위;潮湿岩石;潮濕岩石
0286;Grip Claw;Griffklaue;Accro Griffe;Garra Garfio;Presartiglio;ねばりのかぎづめ;끈기갈고리손톱;紧缠钩爪;緊纏鉤爪
0287;Choice Scarf;Wahlschal;Mouchoir Choix;Pañuelo Elección;Stolascelta;こだわりスカーフ;구애스카프;讲究围巾;講究圍巾
0288;Sticky Barb;Klettdorn;Piquants;Toxiestrella;Vischiopunta;くっつきバリ;끈적끈적바늘;附着针;附著針
0289;Power Bracer;Machtreif;Poignet Pouvoir;Brazal Recio;Vigorcerchio;パワーリスト;파워리스트;力量护腕;力量護腕
0290;Power Belt;Machtgurt;Ceinture Pouvoir;Cinto Recio;Vigorfascia;パワーベルト;파워벨트;力量腰带;力量腰帶
0291;Power Lens;Machtlinse;Lentille Pouvoir;Lente Recia;Vigorlente;パワーレンズ;파워렌즈;力量镜;力量鏡
0292;Power Band;Machtband;Bandeau Pouvoir;Banda Recia;Vigorbanda;パワーバンド;파워밴드;力量束带;力量束帶
0293;Power Anklet;Machtkette;Chaîne Pouvoir;Franja Recia;Vigorgliera;パワーアンクル;파워앵클릿;力量护踝;力量護踝
0294;Power Weight;Machtgewicht;Poids Pouvoir;Pesa Recia;Vigorpeso;パワーウエイト;파워웨이트;力量负重;力量負重
0295;Shed Shell;Wechselhülle;Carapace Mue;Muda Concha;Disfoguscio;きれいなぬけがら;아름다운허물;美丽空壳;美麗空殼
0296;Big Root;Großwurzel;Grosse Racine;Raíz Grande;Granradice;おおきなねっこ;큰뿌리;大根茎;大根莖
0297;Choice Specs;Wahlbrille;Lunettes Choix;Gafas Elección;Lentiscelta;こだわりメガネ;구애안경;讲究眼镜;講究眼鏡
0298;Flame Plate;Feuertafel;Plaque Flamme;Tabla Llama;Lastrarogo;ひのたまプレート;불구슬플레이트;火球石板;火球石板
0299;Splash Plate;Wassertafel;Plaque Hydro;Tabla Linfa;Lastraidro;しずくプレート;물방울플레이트;水滴石板;水滴石板
0300;Zap Plate;Blitztafel;Plaque Volt;Tabla Trueno;Lastrasaetta;いかずちプレート;우레플레이트;雷电石板;雷電石板
0301;Meadow Plate;Wiesentafel;Plaque Herbe;Tabla Pradal;Lastraprato;みどりのプレート;초록플레이트;碧绿石板;碧綠石板
0302;Icicle Plate;Frosttafel;Plaque Glace;Tabla Helada;Lastragelo;つららのプレート;고드름플레이트;冰柱石板;冰柱石板
0303;Fist Plate;Fausttafel;Plaque Poing;Tabla Fuerte;Lastrapugno;こぶしのプレート;주먹플레이트;拳头石板;拳頭石板
0304;Toxic Plate;Gifttafel;Plaque Toxicité;Tabla Tóxica;Lastrafiele;もうどくプレート;맹독플레이트;剧毒石板;劇毒石板
0305;Earth Plate;Erdtafel;Plaque Terre;Tabla Terrax;Lastrageo;だいちのプレート;대지플레이트;大地石板;大地石板
0306;Sky Plate;Wolkentafel;Plaque Ciel;Tabla Cielo;Lastracielo;あおぞらプレート;푸른하늘플레이트;蓝天石板;藍天石板
0307;Mind Plate;Hirntafel;Plaque Esprit;Tabla Mental;Lastramente;ふしぎのプレート;이상한플레이트;神奇石板;神奇石板
0308;Insect Plate;Käfertafel;Plaque Insecte;Tabla Bicho;Lastrabaco;たまむしプレート;비단벌레플레이트;玉虫石板;玉蟲石板
0309;Stone Plate;Steintafel;Plaque Roc;Tabla Pétrea;Lastrapietra;がんせきプレート;암석플레이트;岩石石板;岩石石板
0310;Spooky Plate;Spuktafel;Plaque Fantôme;Tabla Terror;Lastratetra;もののけプレート;원령플레이트;妖怪石板;妖怪石板
0311;Draco Plate;Dracotafel;Plaque Draco;Tabla Draco;Lastradrakon;りゅうのプレート;용의플레이트;龙之石板;龍之石板
0312;Dread Plate;Furchttafel;Plaque Ombre;Tabla Oscura;Lastratimore;こわもてプレート;공포플레이트;恶颜石板;惡顏石板
0313;Iron Plate;Eisentafel;Plaque Fer;Tabla Acero;Lastraferro;こうてつプレート;강철플레이트;钢铁石板;鋼鐵石板
0314;Odd Incense;Schrägrauch;Encens Bizarre;Incienso Raro;Bizzoaroma;あやしいおこう;괴상한향로;奇异薰香;奇異薰香
0315;Rock Incense;Steinrauch;Encens Roc;Incienso Roca;Roccioaroma;がんせきおこう;암석향로;岩石薰香;岩石薰香
0316;Full Incense;Lahmrauch;Encens Plein;Incienso Lento;Gonfioaroma;まんぷくおこう;만복향로;饱腹薰香;飽腹薰香
0317;Wave Incense;Wellenrauch;Encens Vague;Incienso Acua;Ondaroma;さざなみのおこう;잔물결향로;涟漪薰香;漣漪薰香
0318;Rose Incense;Rosenrauch;Encens Fleur;Incienso Floral;Rosaroma;おはなのおこう;꽃향로;花朵薰香;花朵薰香
0319;Luck Incense;Glücksrauch;Encens Veine;Incienso Duplo;Fortunaroma;こううんのおこう;행운의향로;幸运薰香;幸運薰香
0320;Pure Incense;Scheuchrauch;Encens Pur;Incienso Puro;Puroaroma;きよめのおこう;순결의향로;洁净薰香;潔淨薰香
0321;Protector;Schützer;Protecteur;Protector;Copertura;プロテクター;프로텍터;护具;護具
0322;Electirizer;Stromisierer;Électriseur;Electrizador;Elettritore;エレキブースター;에레키부스터;电力增幅器;電力增幅器
0323;Magmarizer;Magmaisierer;Magmariseur;Magmatizador;Magmatore;マグマブースター;마그마부스터;熔岩增幅器;熔岩增幅器
0324;Dubious Disc;Dubiosdisc;CD Douteux;Disco Extraño;Dubbiodisco;あやしいパッチ;괴상한패치;可疑补丁;可疑修正檔
0325;Reaper Cloth;Düsterumhang;Tissu Fauche;Tela Terrible;Terrorpanno;れいかいのぬの;영계의천;灵界之布;靈界之布
0326;Razor Claw;Scharfklaue;Griffe Rasoir;Garra Afilada;Affilartiglio;するどいツメ;예리한손톱;锐利之爪;銳利之爪
0327;Razor Fang;Scharfzahn;Croc Rasoir;Colmillo Agudo;Affilodente;するどいキバ;예리한이빨;锐利之牙;銳利之牙
0328;TM001;TM001;CT001;MT001;MT001;わざマシン００１;기술머신001;招式学习器００１;招式學習器００１
0329;TM002;TM002;CT002;MT002;MT002;わざマシン００２;기술머신002;招式学习器００２;招式學習器００２
0330;TM003;TM003;CT003;MT003;MT003;わざマシン００３;기술머신003;招式学习器００３;招式學習器００３
0331;TM004;TM004;CT004;MT004;MT004;わざマシン００４;기술머신004;招式学习器００４;招式學習器００４
0332;TM005;TM005;CT005;MT005;MT005;わざマシン００５;기술머신005;招式学习器００５;招式學習器００５
0333;TM006;TM006;CT006;MT006;MT006;わざマシン００６;기술머신006;招式学习器００６;招式學習器００６
0334;TM007;TM007;CT007;MT007;MT007;わざマシン００７;기술머신007;招式学习器００７;招式學習器００７
0335;TM008;TM008;CT008;MT008;MT008;わざマシン００８;기술머신008;招式学习器００８;招式學習器００８
0336;TM009;TM009;CT009;MT009;MT009;わざマシン００９;기술머신009;招式学习器００９;招式學習器００９
0337;TM010;TM010;CT010;MT010;MT010;わざマシン０１０;기술머신010;招式学习器０１０;招式學習器０１０
0338;TM011;TM011;CT011;MT011;MT011;わざマシン０１１;기술머신011;招式学习器０１１;招式學習器０１１
0339;TM012;TM012;CT012;MT012;MT012;わざマシン０１２;기술머신012;招式学习器０１２;招式學習器０１２
0340;TM013;TM013;CT013;MT013;MT013;わざマシン０１３;기술머신013;招式学习器０１３;招式學習器０１３
0341;TM014;TM014;CT014;MT014;MT014;わざマシン０１４;기술머신014;招式学习器０１４;招式學習器０１４
0342;TM015;TM015;CT015;MT015;MT015;わざマシン０１５;기술머신015;招式学习器０１５;招式學習器０１５
0343;TM016;TM016;CT016;MT016;MT016;わざマシン０１６;기술머신016;招式学习器０１６;招式學習器０１６
0344;TM017;TM017;CT017;MT017;MT017;わざマシン０１７;기술머신017;招式学习器０１７;招式學習器０１７
0345;TM018;TM018;CT018;MT018;MT018;わざマシン０１８;기술머신018;招式学习器０１８;招式學習器０１８
0346;TM019;TM019;CT019;MT019;MT019;わざマシン０１９;기술머신019;招式学习器０１９;招式學習器０１９
0347;TM020;TM020;CT020;MT020;MT020;わざマシン０２０;기술머신020;招式学习器０２０;招式學習器０２０
0348;TM021;TM021;CT021;MT021;MT021;わざマシン０２１;기술머신021;招式学习器０２１;招式學習器０２１
0349;TM022;TM022;CT022;MT022;MT022;わざマシン０２２;기술머신022;招式学习器０２２;招式學習器０２２
0350;TM023;TM023;CT023;MT023;MT023;わざマシン０２３;기술머신023;招式学习器０２３;招式學習器０２３
0351;TM024;TM024;CT024;MT024;MT024;わざマシン０２４;기술머신024;招式学习器０２４;招式學習器０２４
0352;TM025;TM025;CT025;MT025;MT025;わざマシン０２５;기술머신025;招式学习器０２５;招式學習器０２５
0353;TM026;TM026;CT026;MT026;MT026;わざマシン０２６;기술머신026;招式学习器０２６;招式學習器０２６
0354;TM027;TM027;CT027;MT027;MT027;わざマシン０２７;기술머신027;招式学习器０２７;招式學習器０２７
0355;TM028;TM028;CT028;MT028;MT028;わざマシン０２８;기술머신028;招式学习器０２８;招式學習器０２８
0356;TM029;TM029;CT029;MT029;MT029;わざマシン０２９;기술머신029;招式学习器０２９;招式學習器０２９
0357;TM030;TM030;CT030;MT030;MT030;わざマシン０３０;기술머신030;招式学习器０３０;招式學習器０３０
0358;TM031;TM031;CT031;MT031;MT031;わざマシン０３１;기술머신031;招式学习器０３１;招式學習器０３１
0359;TM032;TM032;CT032;MT032;MT032;わざマシン０３２;기술머신032;招式学习器０３２;招式學習器０３２
0360;TM033;TM033;CT033;MT033;MT033;わざマシン０３３;기술머신033;招式学习器０３３;招式學習器０３３
0361;TM034;TM034;CT034;MT034;MT034;わざマシン０３４;기술머신034;招式学习器０３４;招式學習器０３４
0362;TM035;TM035;CT035;MT035;MT035;わざマシン０３５;기술머신035;招式学习器０３５;招式學習器０３５
0363;TM036;TM036;CT036;MT036;MT036;わざマシン０３６;기술머신036;招式学习器０３６;招式學習器０３６
0364;TM037;TM037;CT037;MT037;MT037;わざマシン０３７;기술머신037;招式学习器０３７;招式學習器０３７
0365;TM038;TM038;CT038;MT038;MT038;わざマシン０３８;기술머신038;招式学习器０３８;招式學習器０３８
0366;TM039;TM039;CT039;MT039;MT039;わざマシン０３９;기술머신039;招式学习器０３９;招式學習器０３９
0367;TM040;TM040;CT040;MT040;MT040;わざマシン０４０;기술머신040;招式学习器０４０;招式學習器０４０
0368;TM041;TM041;CT041;MT041;MT041;わざマシン０４１;기술머신041;招式学习器０４１;招式學習器０４１
0369;TM042;TM042;CT042;MT042;MT042;わざマシン０４２;기술머신042;招式学习器０４２;招式學習器０４２
0370;TM043;TM043;CT043;MT043;MT043;わざマシン０４３;기술머신043;招式学习器０４３;招式學習器０４３
0371;TM044;TM044;CT044;MT044;MT044;わざマシン０４４;기술머신044;招式学习器０４４;招式學習器０４４
0372;TM045;TM045;CT045;MT045;MT045;わざマシン０４５;기술머신045;招式学习器０４５;招式學習器０４５
0373;TM046;TM046;CT046;MT046;MT046;わざマシン０４６;기술머신046;招式学习器０４６;招式學習器０４６
0374;TM047;TM047;CT047;MT047;MT047;わざマシン０４７;기술머신047;招式学习器０４７;招式學習器０４７
0375;TM048;TM048;CT048;MT048;MT048;わざマシン０４８;기술머신048;招式学习器０４８;招式學習器０４８
0376;TM049;TM049;CT049;MT049;MT049;わざマシン０４９;기술머신049;招式学习器０４９;招式學習器０４９
0377;TM050;TM050;CT050;MT050;MT050;わざマシン０５０;기술머신050;招式学习器０５０;招式學習器０５０
0378;TM051;TM051;CT051;MT051;MT051;わざマシン０５１;기술머신051;招式学习器０５１;招式學習器０５１
0379;TM052;TM052;CT052;MT052;MT052;わざマシン０５２;기술머신052;招式学习器０５２;招式學習器０５２
0380;TM053;TM053;CT053;MT053;MT053;わざマシン０５３;기술머신053;招式学习器０５３;招式學習器０５３
